"Mass","L1a_1","L1a_2","L1a_3","L1a_4","L1a_5","L1a_6","L1a_7","L1a_8","L1b_1","L1b_2","L1b_3","L1b_4","L1b_5","L1b_6","L1b_7","L1b_8","L21a_1","L21a_2","L21a_3","L21a_4","L21a_5","L21a_6","L21b_1","L21b_2","L21b_3","L21b_4","L21b_5","L21b_6","L21b_7","L21b_8"
944.42,9.11,8.17,19.39,3.4,27.47,23.08,22.93,10.09,14.39,19.63,32.73,24.39,16.64,22.77,22.48,10.99,11.81,9.53,12.81,5.47,11.81,2.39,5.34,4.03,7.38,5.79,6.26,13.87,8.31,11.1
945.08,0,0,3.48,4.68,5.35,0,0,8.47,2.08,1.84,0,0,0.83,0.58,2.54,0,1.57,5.46,2.93,2.48,3.21,7.22,1.73,0,4.37,2.88,0,2.12,0,1.59
945.7,6.58,45.59,31.11,18.81,39.17,5,11.94,1.96,27.82,24.56,36.91,15.6,32.95,24.56,40.59,32.14,4.31,15.32,12.63,6.27,13.67,5.77,14.04,19.04,3.17,6.74,20.85,15.19,16.48,9.86
946.3,7.57,19.76,5.06,14.52,0.57,4.55,11.33,0,4.36,6.06,4.78,11.1,24.19,6,21.11,4.33,6,16.89,1.4,4.29,13.21,2.91,4.46,6.38,8.9,6.1,9.9,5.34,11.65,13.2
946.91,0,1.75,10.58,0,6.26,0.96,0,5.67,1.65,2.51,0,0,0,6.63,2.11,2.99,7.21,0.87,0.87,5.44,2.49,2.24,5.87,0.88,0,3.8,1.99,0,5.36,1.4
947.51,4.78,20.48,8.78,6.94,10.49,9.34,6.08,11.08,7.83,10.37,14.29,9.21,1.24,24.52,16.39,4.28,9.13,0,7.19,6.88,1.76,2.63,3.35,2.38,1.22,7.96,2.3,5.63,9.81,0.66
948.12,4.37,0,0,0.42,7.6,1.05,8.07,0,1.66,0,4.59,1.01,3.27,0,7.59,9.69,0.98,17.85,2.06,7.99,0.8,3.5,2.44,8.2,4.14,0.53,3.35,4.4,1.73,4.71
948.73,5.09,7.45,16.55,1.1,0.44,7.84,12.87,10.36,3.86,6.53,6.94,2.97,3.31,11.67,2.02,8.35,4.58,4.32,8.57,0.42,6.99,11.31,2.6,2.36,11.65,2.58,0,0.54,0,4.07
949.35,17.64,8.94,22.52,6.24,14.44,6.36,4.99,1.54,4.66,2.69,17.33,12.44,2.87,12.37,15,0.72,10.85,10.24,2.91,5.81,7.73,8.77,1.52,3.17,1.87,11.18,6.45,8.54,6.71,9.64
949.95,0,0,4.27,6.83,1.55,0.37,2.28,11.75,1.58,0,0,0,11.98,0.64,0,7.55,0,0.88,3.45,0,6.44,0,3.45,3.37,0,0,6.12,3.02,3.87,0.4
