"Mass","P1aDD_1","P1aDD_2","P1aDD_3","P1aDD_4","P1aDD_5","P1aDD_6","P1aDD_7","P1bDD_1","P1bDD_2","P1bDD_3","P1bDD_4","P1bDD_5","P1bDD_6","P1bDD_7","P1bDD_8","P21aDD_1","P21aDD_2","P21aDD_3","P21aDD_4","P21aDD_5","P21aDD_6","P21aDD_7","P21aDD_8","P21bDD_1","P21bDD_2","P21bDD_3","P21bDD_4","P21bDD_5","P21bDD_6","P21bDD_7","P21bDD_8"
4286.61,0,9.01,4.43,0,25.37,0,5.12,0,0,8.03,1.85,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292.71,0,0,0,0,0,2.76,0,0,0,1.71,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297.6,0,1.93,0,2.05,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303.65,0,2.84,2.02,0,2.99,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308.58,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321.12,0,5.55,5.79,0,0,54.13,0,2.77,0,0,0,10.53,16.35,0,8.37,0,0,0,51.16,0,0,0,0,0,0,0,0,0,0,0,0
4326.06,3.28,0,0,0,12.26,0,6.96,3.48,5.34,11.19,0,0,0,5.05,0,33.73,43.75,47.71,0,48.4,48.78,47.44,43.61,35.52,32.53,42.83,23.51,35.29,42.4,49.14,42.9
4337.44,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0
4342.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,3.26,12.17,8.68,0,4.39,0,4.18,2.3,0.78,0,2.34,3.37,0
4349.02,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,3.62,0,0,2.38,0,0,0,0,0,4.19,0,9.2,0,0,0,0,2.83
4354.08,0,0,1.15,0,0,41.58,0,0,3.61,1.15,0,0,12.43,0,0,6.94,5.27,4.59,15.47,2.57,0,1.88,0,1.53,1.45,0,0,4.44,3.85,8.78,4.15
4361.12,1.32,1.26,0,0,0,0,0,4.98,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,4.09,0
4370.46,0,0,62.2,0,0,350.04,0,0,45.3,0,0,93.12,176.17,0,91.95,66.92,125.13,125.86,243.45,102.24,52.22,112.69,116.77,37.54,56.17,152.81,45.72,55.15,55,75.49,62.4
4376.72,27.3,40.77,0,17.05,178.28,0,70.11,18.86,0,79.43,47.37,0,0,97.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383.7,0,0,0,0,0,0,13.65,30.11,0,0,5.55,10.71,9.96,0,14.21,0,0,48.77,0,0,0,0,0,21.99,0,0,0,19.73,21.65,0,20.92
4388.76,0,4.29,0,0,0,57.38,0,0,0,1.69,0,0,0,0,0,17.18,47.24,0,69.09,53.63,48,26.73,24.24,0,9.6,34.94,24.33,0,0,14.85,0
4394.13,0,0,0,36.82,0,0,0,16.21,3.19,3.22,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4401.21,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.01,28.53,31.18,34.46,32.73,36.06,29.27,32.5,16.59,14.85,27.53,10.76,25.98,17.1,19.52,20.95
4415.08,0,0,0,0,0,0,0,0,0,0,2.73,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4421.57,0,0,0,0,0,0,0,0,1.74,0,0,0,0,1.8,0,2.29,4.8,3.46,2.65,6.26,2.83,0,1.04,2.67,1.46,2.19,1.12,4.24,1.1,1.06,4.35
4433.47,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4438.97,0.47,0,0,0,0,9.16,0,0,0,0,0,0,14.16,0,0,5.6,2.94,12.81,5.04,7.14,0,2.31,4.6,5.22,2.79,5.41,2.53,5.77,3.13,2.5,2.21
4444.88,0,5.91,0,0,6.18,0,1.87,6.55,1.7,5.68,0.72,3.5,0,4.67,7.97,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0.66,1.65
4451.4,0,0,0,0.1,0,0,0,0,0.13,0,0,0.47,0,0,0.71,0,6.74,4.32,3.78,0,0,0,0,2.6,1.88,3.96,0,3.03,0,1.13,0
4457.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,11.81,0,0,0,0,0,0,2.46,0,4.7,0,0
4463.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.46,39.5,41.86,40.48,37.85,37.85,35.72,22.38,17.44,28.54,0,25.38,24.95,30.46,20.88
4468.84,0,0,0.56,0,2.62,11.29,0,0,0,0,1.12,0,4.7,0,2.57,29.45,0,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0
4475.67,0.71,0,0,0,0,0,3.58,0,0,2.56,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0
4480.69,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,2.5,3.34,1.91,2.68,7.76,1.88,3.81,0,2.57,1.45,9.65,1.41,0,0,3.26,3.08
4486.76,0,0.78,0,0,0,0,0.78,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0
4493,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4508.69,0,0,0,0,0,0,0,0,0.91,1.21,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521.14,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,18.21,0,17.13,11.83,8.26,7.96,12.54,10.4,14.92,0,0,9.45,0,8.42
4526.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,0,0,15.15,0,0,0,0,0,0,0,3.46,7.93,0,7.65,0
4531.86,5.14,0,8.31,0,0,97.3,0,36.11,19.41,49.34,14.61,53.4,71.34,0,43.97,0,0,3.85,0,0,0,0,0,0,8.76,2.78,0,3.87,4.37,3.72,7.79
4537.02,0,16.47,4.35,0,42.37,0,32.82,0,0,0,0,0,0,32.56,0,0,14.55,0,11.07,12.5,10.23,11.74,14.21,6.55,0,3.58,0,0,0,0,0
4542.73,0,0,0,11.19,0,0,0,0,0,0,4.13,0,0,0,0,4.48,0,3.94,0,0,0,0,0,0,0,0,3.35,0,0,2.91,0
4548.06,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0
4554.54,1.11,0.51,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566.31,0,0,3.46,0,0,58.71,0,7.06,4,0,0,0,31.68,0,0,0,24.7,38.06,59.67,0,12.6,0,23.8,10.28,0,27.32,10.11,0,12.47,12.44,13.84
4571.8,0.62,4.37,0,0,10.18,0,10.39,0,0,10.95,6.39,12.67,0,13.17,7.83,12.21,0,0,0,23.26,0,22.84,0,0,10.17,0,0,11.07,0,0,0
4579.65,0.88,0,0,0,0,0,0,12.33,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0
4584.81,0,0,4.73,0,0,40.8,8.56,0,5.28,2.28,0,10.98,17.61,2.68,8.18,0,17.62,18.99,40.65,14.17,3.35,5.6,13.61,5.72,10.5,14.96,3.07,2.11,0,8.1,7.81
4590.51,2.1,0,0,5.73,6.82,0,0,9.75,0,0,0,0,0,0,0,9.22,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0
4596.41,0,0,0,0,0,6.7,0,0,0,0,0,2.01,2.69,0,0,0,0,0,0,0,1.69,0,1.33,0,1.9,0,0,0,0,0,0
4605.99,0.24,0,0,0,0,0,0,0,0,0.75,0,0.63,0,0,0,0,19.05,19.05,7.28,16.71,15.52,10.14,0,18.13,15.1,0,9.63,0,14.75,0,0
4611.3,0,0.6,0,1.84,0,0,1.26,0,0,0,0,0,3.46,1.68,0,9.96,0,0,0,0,0,0,14.98,0,0,16.55,0,18.1,0,14.62,16.73
4623.75,0,0,0,0,0,9.16,0.46,0,0,0,0,3.29,0,0,0,0,5.49,0,5.49,11.47,0,0,4.75,3.18,0,5.11,1.77,5.94,1.59,0,1.58
4630.3,0,2.09,0,0,2.22,0,0,0,0,2.91,0,0,2.58,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0
4638.78,2.61,0,16.79,0,0,202.9,0,12.55,23.68,0,0,56.64,118.82,38.65,57.21,58.54,98.41,100.45,198.78,91.1,45.91,86.7,80.85,39.25,33.73,86.12,34.56,41.11,43.11,67.36,50.81
4645.13,3.11,16.65,3.49,11.13,51.96,0,43.17,33.9,0,46.04,38.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653.83,0,0,0,0,0,67.25,0,0,0,0,0,11.63,24.01,15.17,1.68,21.89,31.12,31.68,70.05,0,11.8,19.45,27.3,10.76,9.99,26.19,8.36,13.55,24.27,15.18,14.28
4659.57,0,0,4.02,0,9.88,0,11.13,0,5.41,14.62,13.49,0,0,0,6.93,0,0,0,0,27.36,0,0,0,0,0,0,0,0,0,0,0
4666.04,1.25,3.99,0,29.07,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,2.03,0,0,1.14,0,1.61,0.99,0,2.22
4688.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0
4695.54,0,0,0,0,0,2.42,2.01,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
4706.76,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4712.33,0,0.63,0,0,0,11.1,2,13.8,4.73,10.71,0,15.88,16.75,14.05,7.68,4.08,8.72,10.05,14.59,7.69,6.77,2.12,6.12,3.99,6.05,8.7,2.77,9.88,1.65,8.15,7.72
4719.86,1.21,0.7,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727.4,0,0,0,0.41,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0
4732.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.94,0,14.29,11.59,18.3,10.29,14.83,15.98,8.39,9.86,9.9,18.3,6.59,11.13,15.03,24.35,14.18
4738.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4743.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,1.59,0,0,0,0,3.93,0,0,2.94,0,0,2.37,2.7,0
4749.49,0.59,0,0,0,0,34.19,0,0,0,0,0,0,13.07,0,4.96,0,0,0,0,0,0,0,0,0,6.4,13.31,0,3.85,0,0,0
4754.87,0,1.87,2.4,0,8.12,0,5.69,4.19,1.52,3.76,3.28,4.95,0,4.22,0,10.81,18.09,16.03,29.79,17.32,13.37,24.72,18.3,3.83,0,0,5.95,0,14.57,4.56,10.75
4760.46,0,0,0.53,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,3.72,1.63,0,0,0,0,0,0,0,0,1.71,0,5.7,0
4765.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,3.15,0,2.65,4.2,0,0,3.83,6.9,1.74,8.36,1.24,0,0,0,4.44
4773.68,0,1.23,0,0.91,0,3.55,2.96,0.96,0,1.22,0.74,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.98,0,0
4784.38,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790.76,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809.9,0,0,0,0,0,0,0,2.5,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0
4816.57,0,0,0,0,3.75,4.1,2.23,0,2.52,9,0.81,5.55,16.29,6.03,7.26,0,4.59,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0,0.91
4822.19,0,1.66,0.93,0,0,0,0,3.04,0,0,0,0,0,0,0,1.26,0,2.42,0,1.48,3.75,0,0,0,0,0,0,0,0,0,0
4828.03,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,2.51,2.81,4.73,0,0,0,2.31,0,0,1.46,0,0,0,6.36,2.6
4835,0,0,0,0,0.91,2.18,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0
4840.44,0,0,0,0,2.35,0,0,0,0,0.9,0,0,0,0.62,0,9.87,22.42,22.92,16.26,31.79,17.82,32.63,29.96,15.52,12.2,24.53,9.37,21.05,22.9,19.8,14.71
4848.92,0,0,0,0,0,2.97,0,0,0,0.57,0,0,0,0.73,0,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854.36,0,0,0,0,0,0,0,0,0,0,0,0.12,1.72,0,2.14,0,6.17,4.24,14.36,0,10.18,0,0,7.73,5.4,7.13,0,4.01,0,8.22,4.15
4863.15,0,0,0,0,0,0,0,0.76,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,1.45,0
4868.9,0,0,0,0,0,20.43,0,0,0,1.21,0,5.38,9.1,0,1.46,0.9,0,0,4.67,0.98,0,0,0,0,0,3.57,1.14,0,4.95,0,1.04
4874.46,0,2.11,0,0,1.11,0,2.75,4.93,0.6,0,0,0,0,3.38,0,0,0,1.33,0,0,0,2.43,0,0,0,0,0,0,0,0,0
4880.55,0.53,0,0.43,0,0,0,0,0,0,0,0,0,0,1.86,0,1.97,2.29,0.83,2.83,1.05,1.14,0,2.31,0,0,3.23,0,2.14,0.95,0,3.33
4886.21,0,3.65,0,0,3.9,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893.88,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.24,1.04,0,0,0,0,0
4925.77,0,0,0,0,0,2.89,1.27,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933.99,0,1.23,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4939.48,1.9,4.07,0,0,13.85,38.06,7.05,7.3,3.21,8.56,0.83,9.49,23.09,6.81,8.67,0,12.25,17.74,15.83,16.35,10.62,8.98,6.85,13.6,7.6,17.57,4.03,9.58,7.7,10.24,12.1
4947.29,1.23,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953.74,0,1.78,0,0,0,6.18,0,0,0,0,0,0,1.05,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962.41,2.62,1.42,10.48,2.58,0,30.26,0,0,17.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967.88,0,11.53,0,0,0,0,15.73,81.3,0,64.99,26.97,67.39,97.94,44.04,71.72,129.07,174.46,201.23,183.21,176.68,160.22,150.57,167.74,162,137.96,248.56,84.12,163.01,160.22,175.85,186.23
4973.42,0,0,0,3.29,35.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979.46,0,0,0,0,0,8.65,0,0,3.96,0,0,21.25,41.73,0,20.06,0,123.51,121.44,105.77,110.31,88.81,0,93.73,70.4,63.74,122.54,40.05,72.17,78.79,73.52,82.94
4985.03,0,4.06,0,0,6.29,0,5.79,0,0,29.87,9.9,0,0,15.93,0,56.38,0,0,0,0,0,70.85,0,0,0,0,0,0,0,0,0
4991.55,0.18,0,0,1.01,0,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,0,0,0,0,15.55,0,0
4998.66,0,0,5.44,0,0,65.28,3.9,0,0.37,0,0,5.76,10.7,0,0,15.56,54.58,39.11,42.36,22.27,4.43,18.48,26.1,0,14,54.19,2.6,9.3,0,9.14,21.05
5004.66,0.29,0.56,0,1.47,0,3.94,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,9.38,4.91,0,6.67,0,0,7.59,0,0,0,0
5023.96,0,0,13.53,0,0,144.71,0,10.18,4.58,12.47,0,18.79,28.17,0,22.19,0,43.2,36.99,93.95,39.22,18.26,38.04,35.53,15.71,22.22,48.88,13.11,19.83,15.75,29.56,28.18
5031.2,6.51,9.66,0,7.13,38.89,0,40.68,0,0,0,3.73,0,0,13.99,0,21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039.51,0,0,1.57,0,0,39.92,0,14.19,0,0,0,0,1.86,0,0,0,0,0,18.76,0,0,0,0,0,0,0,0,0,0,0,0
5045.38,0,0,0,0,2.68,0,5.04,0,0.78,0,0,0.69,0,0,0,0,3.61,2.31,0,1.96,0,0,2.45,2.24,0.48,0,0,0,0,0,0
5051.67,0.44,1.58,0,14.79,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0
5065.56,0,0,0,0.98,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5072.29,0,0.19,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105.29,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
